zh-CN	简体中文
Audio_Mainstreet/M5S/EV_06/MS_M5S_EV_06_02_CVS_HC_02	MS_M5S_EV_06_02_CVS_HC_02_zh-CN
Audio_Mainstreet/M5S/EV_06/MS_M5S_EV_06_03_CVS_SN_01	MS_M5S_EV_06_03_CVS_SN_01_zh-CN
Audio_Mainstreet/M5S/TOOFAR/MS_M5S_TOOFAR_01_GP_SN_01	MS_M5S_TOOFAR_01_GP_SN_01_zh-CN
Audio_Mainstreet/MF/ACCEPTED/MS_MF_ACCEPTED_01_CVS_PP_01	MS_MF_ACCEPTED_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/ACCEPTED/MS_MF_ACCEPTED_02_CVS_PP_02	MS_MF_ACCEPTED_02_CVS_PP_02_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_01_CVS_PP_01	MS_MF_COMP_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_02_CVS_PP_02	MS_MF_COMP_02_CVS_PP_02_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_03_CVS_SN_01	MS_MF_COMP_03_CVS_SN_01_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_04_CVS_PP_03	MS_MF_COMP_04_CVS_PP_03_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_05_CVS_PP_04	MS_MF_COMP_05_CVS_PP_04_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_06_CVS_PP_05	MS_MF_COMP_06_CVS_PP_05_zh-CN
Audio_Mainstreet/MF/COMP/MS_MF_COMP_07_CVS_SN_02	MS_MF_COMP_07_CVS_SN_02_zh-CN
Audio_Mainstreet/MF/DECLINED/MS_MF_DECLINED_01_CVS_PP_01	MS_MF_DECLINED_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/QUESTION/MS_MF_QUESTION_01_CVS_PP_01	MS_MF_QUESTION_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/REPACPTD/MS_MF_REPACPTD_01_CVS_SN_01	MS_MF_REPACPTD_01_CVS_SN_01_zh-CN
Audio_Mainstreet/MF/REPDCLND/MS_MF_REPDCLND_01_CVS_SN_01	MS_MF_REPDCLND_01_CVS_SN_01_zh-CN
Audio_Mainstreet/MF/REPEAT/MS_MF_REPEAT_01_CVS_PP_01	MS_MF_REPEAT_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/START/MS_MF_START_01_CVS_PP_01	MS_MF_START_01_CVS_PP_01_zh-CN
Audio_Mainstreet/MF/START/MS_MF_START_02_CVS_SN_01	MS_MF_START_02_CVS_SN_01_zh-CN
Audio_Mainstreet/MF/START/MS_MF_START_03_CVS_PP_02	MS_MF_START_03_CVS_PP_02_zh-CN
Audio_Mainstreet/MF/START/MS_MF_START_04_CVS_SN_02	MS_MF_START_04_CVS_SN_02_zh-CN
Audio_Mainstreet/MR/EV_01/MS_MR_EV_01_01_GP_SN_01	MS_MR_EV_01_01_GP_SN_01_zh-CN
Audio_Mainstreet/MR/EV_01/MS_MR_EV_01_02_GP_Sprout_01	MS_MR_EV_01_02_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_02/MS_MR_EV_02_01_CS_HC_01	MS_MR_EV_02_01_CS_HC_01_zh-CN
Audio_Mainstreet/MR/EV_02/MS_MR_EV_02_02_GP_SN_01	MS_MR_EV_02_02_GP_SN_01_zh-CN
Audio_Mainstreet/MR/EV_02/MS_MR_EV_02_03_GP_SN_02	MS_MR_EV_02_03_GP_SN_02_zh-CN
Audio_Mainstreet/MR/EV_02/MS_MR_EV_02_04_GP_Sprout_01	MS_MR_EV_02_04_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_02/MS_MR_EV_02_05_GP_Sprout_02	MS_MR_EV_02_05_GP_Sprout_02_zh-CN
Audio_Mainstreet/MR/EV_03/MS_MR_EV_03_01_GP_Sprout_01	MS_MR_EV_03_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_03/MS_MR_EV_03_02_GP_SN_01	MS_MR_EV_03_02_GP_SN_01_zh-CN
Audio_Mainstreet/MR/EV_03/MS_MR_EV_03_03_CS_PP_01	MS_MR_EV_03_03_CS_PP_01_zh-CN
Audio_Mainstreet/MR/EV_03/MS_MR_EV_03_04_CS_ZP_01	MS_MR_EV_03_04_CS_ZP_01_zh-CN
Audio_Mainstreet/MR/EV_03/MS_MR_EV_03_05_CS_SN_02	MS_MR_EV_03_05_CS_SN_02_zh-CN
Audio_Mainstreet/MR/EV_04/MS_MR_EV_04_01_CS_Sprout_01	MS_MR_EV_04_01_CS_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_04/MS_MR_EV_04_02_CS_IZ_01	MS_MR_EV_04_02_CS_IZ_01_zh-CN
Audio_Mainstreet/MR/EV_07/MS_MR_EV_07_01_GP_SN_01	MS_MR_EV_07_01_GP_SN_01_zh-CN
Audio_Mainstreet/MR/EV_08/MS_MR_EV_08_01_GP_SN_01	MS_MR_EV_08_01_GP_SN_01_zh-CN
Audio_Mainstreet/MR/EV_09/MS_MR_EV_09_01_GP_Sprout_01	MS_MR_EV_09_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_10/MS_MR_EV_10_01_GP_Sprout_01	MS_MR_EV_10_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_11/MS_MR_EV_11_01_GP_Sprout_01	MS_MR_EV_11_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_12/MS_MR_EV_12_01_GP_Sprout_01	MS_MR_EV_12_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/EV_13/MS_MR_EV_13_01_GP_Sprout_01	MS_MR_EV_13_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/MR/REPACPTD/MS_MR_REPACPTD_01_CVS_SN_01	MS_MR_REPACPTD_01_CVS_SN_01_zh-CN
Audio_Mainstreet/MR/REPDCLND/MS_MR_REPDCLND_01_CVS_SN_01	MS_MR_REPDCLND_01_CVS_SN_01_zh-CN
Audio_Mainstreet/MR/REPEAT/MS_MR_REPEAT_01_CVS_Sprout_01	MS_MR_REPEAT_01_CVS_Sprout_01_zh-CN
Audio_Mainstreet/MR/REPEAT/MS_MR_REPEAT_02_CVS_Sprout_02	MS_MR_REPEAT_02_CVS_Sprout_02_zh-CN
Audio_Mainstreet/MR/START/MS_MR_START_01_CS_SN_01	MS_MR_START_01_CS_SN_01_zh-CN
Audio_Mainstreet/Q11/ACCEPTED/MS_Q11_ACCEPTED_04_CVS_SN_01	MS_Q11_ACCEPTED_04_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/BLK/MS_Q11_BLK_01_GP_BigBunny_01	MS_Q11_BLK_01_GP_BigBunny_01_zh-CN
Audio_Mainstreet/Q11/BLK/MS_Q11_BLK_02_GP_Bunnies_01	MS_Q11_BLK_02_GP_Bunnies_01_zh-CN
Audio_Mainstreet/Q11/BLK/MS_Q11_BLK_03_GP_SN_01	MS_Q11_BLK_03_GP_SN_01_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_01_CS_HC_01	MS_Q11_COMP_01_CS_HC_01_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_02_CS_BigBunny_01	MS_Q11_COMP_02_CS_BigBunny_01_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_03_CS_Bunnies_01	MS_Q11_COMP_03_CS_Bunnies_01_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_04_CS_SN_01	MS_Q11_COMP_04_CS_SN_01_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_05_CS_HC_02	MS_Q11_COMP_05_CS_HC_02_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_06_CS_Bunnies_02	MS_Q11_COMP_06_CS_Bunnies_02_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_07_CS_SN_02	MS_Q11_COMP_07_CS_SN_02_zh-CN
Audio_Mainstreet/Q11/COMP/MS_Q11_COMP_08_CS_Bunnies_03	MS_Q11_COMP_08_CS_Bunnies_03_zh-CN
Audio_Mainstreet/Q11/DECLINED/MS_Q11_DECLINED_05_CVS_SN_01	MS_Q11_DECLINED_05_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_01/MS_Q11_EV_01_01_CVS_SmoothieShop_01	MS_Q11_EV_01_01_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q11/EV_01/MS_Q11_EV_01_02_CVS_SmoothieShop_02	MS_Q11_EV_01_02_CVS_SmoothieShop_02_zh-CN
Audio_Mainstreet/Q11/EV_02/MS_Q11_EV_02_01_CVS_BigBunny_01	MS_Q11_EV_02_01_CVS_BigBunny_01_zh-CN
Audio_Mainstreet/Q11/EV_02/MS_Q11_EV_02_02_CVS_HC_01	MS_Q11_EV_02_02_CVS_HC_01_zh-CN
Audio_Mainstreet/Q11/EV_02/MS_Q11_EV_02_03_CVS_HC_02	MS_Q11_EV_02_03_CVS_HC_02_zh-CN
Audio_Mainstreet/Q11/EV_02/MS_Q11_EV_02_04_CVS_SN_01	MS_Q11_EV_02_04_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_03/MS_Q11_EV_03_01_CVS_FashionPony_01	MS_Q11_EV_03_01_CVS_FashionPony_01_zh-CN
Audio_Mainstreet/Q11/EV_03/MS_Q11_EV_03_02_CVS_FashionPony_02	MS_Q11_EV_03_02_CVS_FashionPony_02_zh-CN
Audio_Mainstreet/Q11/EV_03/MS_Q11_EV_03_03_CVS_SN_01	MS_Q11_EV_03_03_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_05_CVS_HC_01	MS_Q11_EV_04_05_CVS_HC_01_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_06_CVS_BigBunny_01	MS_Q11_EV_04_06_CVS_BigBunny_01_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_07_CVS_HC_02	MS_Q11_EV_04_07_CVS_HC_02_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_08_CVS_BigBunny_02	MS_Q11_EV_04_08_CVS_BigBunny_02_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_09_CVS_HC_03	MS_Q11_EV_04_09_CVS_HC_03_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_10_CVS_BigBunny_03	MS_Q11_EV_04_10_CVS_BigBunny_03_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_11_CVS_HC_04	MS_Q11_EV_04_11_CVS_HC_04_zh-CN
Audio_Mainstreet/Q11/EV_04/MS_Q11_EV_04_12_CVS_SN_01	MS_Q11_EV_04_12_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_05/MS_Q11_EV_05_01_GP_SN_01	MS_Q11_EV_05_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_06/MS_Q11_EV_06_01_GP_SN_01	MS_Q11_EV_06_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_07/MS_Q11_EV_07_01_GP_SN_01	MS_Q11_EV_07_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_08/MS_Q11_EV_08_01_GP_SN_01	MS_Q11_EV_08_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q11/EV_09/MS_Q11_EV_09_04_GP_FashionPony_01	MS_Q11_EV_09_04_GP_FashionPony_01_zh-CN
Audio_Mainstreet/Q11/MID_01/MS_Q11_MID_01_01_GP_HC_01	MS_Q11_MID_01_01_GP_HC_01_zh-CN
Audio_Mainstreet/Q11/MID_02/MS_Q11_MID_02_01_GP_HC_01	MS_Q11_MID_02_01_GP_HC_01_zh-CN
Audio_Mainstreet/Q11/MID_03/MS_Q11_MID_03_01_GP_HC_01	MS_Q11_MID_03_01_GP_HC_01_zh-CN
Audio_Mainstreet/Q11/POST_01/MS_Q11_POST_01_01_GP_SmoothieShop_01	MS_Q11_POST_01_01_GP_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q11/POST_02/MS_Q11_POST_02_01_GP_FashionPony_01	MS_Q11_POST_02_01_GP_FashionPony_01_zh-CN
Audio_Mainstreet/Q11/PRE_01/MS_Q11_PRE_01_01_GP_SmoothieShop_01	MS_Q11_PRE_01_01_GP_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q11/PRE_02/MS_Q11_PRE_02_01_GP_FashionPony_01	MS_Q11_PRE_02_01_GP_FashionPony_01_zh-CN
Audio_Mainstreet/Q11/PRE_03/MS_Q11_PRE_03_01_GP_ScaredNPC_01	MS_Q11_PRE_03_01_GP_ScaredNPC_01_zh-CN
Audio_Mainstreet/Q11/QUESTION/MS_Q11_QUESTION_03_CVS_SmoothieShop_01	MS_Q11_QUESTION_03_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q11/RETACPTD/MS_Q11_RETACPTD_08_CVS_SN_01	MS_Q11_RETACPTD_08_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/RETDCLND/MS_Q11_RETDCLND_07_CVS_SN_01	MS_Q11_RETDCLND_07_CVS_SN_01_zh-CN
Audio_Mainstreet/Q11/RETRY/MS_Q11_RETRY_06_CVS_SmoothieShop_01	MS_Q11_RETRY_06_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_01_CS_Big Bunny_01	MS_Q11_START_01_CS_BigBunny_01_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_02_CS_Bunnies_01	MS_Q11_START_02_CS_Bunnies_01_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_03_CS_HC_01	MS_Q11_START_03_CS_HC_01_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_04_CS_Bunnies_02	MS_Q11_START_04_CS_Bunnies_02_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_05_CS_SN_01	MS_Q11_START_05_CS_SN_01_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_06_CS_HC_02	MS_Q11_START_06_CS_HC_02_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_07_CS_HC_03	MS_Q11_START_07_CS_HC_03_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_08_CS_BigBunny_02	MS_Q11_START_08_CS_BigBunny_02_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_09_CS_Bunnies_03	MS_Q11_START_09_CS_Bunnies_03_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_10_CS_SN_02	MS_Q11_START_10_CS_SN_02_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_11_CS_BigBunny_03	MS_Q11_START_11_CS_BigBunny_03_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_12_CS_HC_04	MS_Q11_START_12_CS_HC_04_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_13_CS_BigBunny_04	MS_Q11_START_13_CS_BigBunny_04_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_14_CS_Bunnies_04	MS_Q11_START_14_CS_Bunnies_04_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_15_CS_HC_05	MS_Q11_START_15_CS_HC_05_zh-CN
Audio_Mainstreet/Q11/START/MS_Q11_START_16_CS_SN_03	MS_Q11_START_16_CS_SN_03_zh-CN
Audio_Mainstreet/Q11/TOOFAR/MS_Q11_TOOFAR_01_GP_SN_01	MS_Q11_TOOFAR_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q16/BLK/MS_Q16_BLK_01_GP_Canterlogic Guard_01	MS_Q16_BLK_01_GP_Canterlogic Guard_01_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_01_CVS_Crowd2_02	MS_Q16_COMP_01_CVS_Crowd2_02_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_02_CVS_Crowd3_02	MS_Q16_COMP_02_CVS_Crowd3_02_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_03_CVS_SN_01	MS_Q16_COMP_03_CVS_SN_01_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_04_CVS_Crowd_01	MS_Q16_COMP_04_CVS_Crowd_01_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_05_CVS_SN_02	MS_Q16_COMP_05_CVS_SN_02_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_06_CVS_SN_03	MS_Q16_COMP_06_CVS_SN_03_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_07_CVS_SN_04	MS_Q16_COMP_07_CVS_SN_04_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_08_CVS_SN_05	MS_Q16_COMP_08_CVS_SN_05_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_09_CVS_Crowd2_03	MS_Q16_COMP_09_CVS_Crowd2_03_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_10_CVS_Crowd1_02	MS_Q16_COMP_10_CVS_Crowd1_02_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_11_CVS_SN_06	MS_Q16_COMP_11_CVS_SN_06_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_12_CVS_Crowd3_03	MS_Q16_COMP_12_CVS_Crowd3_03_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_13_CVS_Crowd1_03	MS_Q16_COMP_13_CVS_Crowd1_03_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_14_CVS_Crowd1,2,3_01	MS_Q16_COMP_14_CVS_Crowd 1 ,2, 3_01_zh-CN
Audio_Mainstreet/Q16/COMP/MS_Q16_COMP_15_CVS_Crowd1,2,3_01	MS_Q16_COMP_15_CVS_Crowd 1 ,2, 3_01_zh-CN
Audio_Mainstreet/Q16/COMP/RandomVariants/MS_Q16_COMP_01_CVS_Crowd2_02_02	MS_Q16_COMP_01_CVS_Crowd 2_02_02_zh-CN
Audio_Mainstreet/Q16/COMP/RandomVariants/MS_Q16_COMP_01_CVS_Crowd2_02_03	MS_Q16_COMP_01_CVS_Crowd 2_02_03_zh-CN
Audio_Mainstreet/Q16/EV_01/MS_Q16_EV_01_01_GP_Crowd1_01	MS_Q16_EV_01_01_GP_Crowd1_01_zh-CN
Audio_Mainstreet/Q16/EV_02/MS_Q16_EV_02_01_GP_Crowd2_01	MS_Q16_EV_02_01_GP_Crowd2_01_zh-CN
Audio_Mainstreet/Q16/EV_03/MS_Q16_EV_03_01_GP_Crowd3_01	MS_Q16_EV_03_01_GP_Crowd3_01_zh-CN
Audio_Mainstreet/Q16/START/MS_Q16_START_01_CGP_SN_01	MS_Q16_START_01_CGP_SN_01_zh-CN
Audio_Mainstreet/Q16/START/MS_Q16_START_02_CGP_SN_02	MS_Q16_START_02_CGP_SN_02_zh-CN
Audio_Mainstreet/Q16/TOOFAR/MS_Q16_TOOFAR_01_GP_SN_01	MS_Q16_TOOFAR_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q4/ACCEPTED/MS_Q4_ACCEPTED_01_CVS_SN_01	MS_Q4_ACCEPTED_01_CVS_SN_01_zh-CN
Audio_Mainstreet/Q4/ACCEPTED/MS_Q4_ACCEPTED_02_CVS_Thunder_02	MS_Q4_ACCEPTED_02_CVS_Thunder_02_zh-CN
Audio_Mainstreet/Q4/COMP/MS_Q4_COMP_01_CVS_Thunder_01	MS_Q4_COMP_01_CVS_Thunder_01_zh-CN
Audio_Mainstreet/Q4/COMP/MS_Q4_COMP_02_CVS_Thunder_02	MS_Q4_COMP_02_CVS_Thunder_02_zh-CN
Audio_Mainstreet/Q4/DECLINED/MS_Q4_DECLINED_01_CVS_SN_01	MS_Q4_DECLINED_01_CVS_SN_01_zh-CN
Audio_Mainstreet/Q4/DECLINED/MS_Q4_DECLINED_02_CVS_Thunder_02	MS_Q4_DECLINED_02_CVS_Thunder_02_zh-CN
Audio_Mainstreet/Q4/POST_01/MS_Q4_POST_01_01_GP_Thunder_01	MS_Q4_POST_01_01_GP_Thunder_01_zh-CN
Audio_Mainstreet/Q4/QUESTION/MS_Q4_QUESTION_01_CVS_Thunder_01	MS_Q4_QUESTION_01_CVS_Thunder_01_zh-CN
Audio_Mainstreet/Q4/RETACPTD/MS_Q4_RETACPTD_01_CVS_SN_01	MS_Q4_RETACPTD_01_CVS_SN_01_zh-CN
Audio_Mainstreet/Q4/RETDCLND/MS_Q4_RETDCLND_01_CVS_SN_01	MS_Q4_RETDCLND_01_CVS_SN_01_zh-CN
Audio_Mainstreet/Q4/RETRY/MS_Q4_RETRY_01_CVS_Thunder_01	MS_Q4_RETRY_01_CVS_Thunder_01_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_01_CVS_Thunder_01	MS_Q4_START_01_CVS_Thunder_01_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_02_CVS_SN_01	MS_Q4_START_02_CVS_SN_01_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_03_CVS_Thunder_02	MS_Q4_START_03_CVS_Thunder_02_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_04_CVS_Thunder_03	MS_Q4_START_04_CVS_Thunder_03_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_05_CVS_Thunder_04	MS_Q4_START_05_CVS_Thunder_04_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_06_CVS_SN_02	MS_Q4_START_06_CVS_SN_02_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_07_CVS_Thunder_05	MS_Q4_START_07_CVS_Thunder_05_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_08_CVS_SN_03	MS_Q4_START_08_CVS_SN_03_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_09_CVS_Thunder_06	MS_Q4_START_09_CVS_Thunder_06_zh-CN
Audio_Mainstreet/Q4/START/MS_Q4_START_10_CVS_Thunder_07	MS_Q4_START_10_CVS_Thunder_07_zh-CN
Audio_Mainstreet/Q5/COMP/MS_Q5_COMP_01_CS_PP_01	MS_Q5_COMP_01_CS_PP_01_zh-CN
Audio_Mainstreet/Q5/COMP/MS_Q5_COMP_02_CS_SN_01	MS_Q5_COMP_02_CS_SN_01_zh-CN
Audio_Mainstreet/Q5/COMP/MS_Q5_COMP_03_CS_PP_02	MS_Q5_COMP_03_CS_PP_02_zh-CN
Audio_Mainstreet/Q5/COMP/MS_Q5_COMP_04_CS_PP_03	MS_Q5_COMP_04_CS_PP_03_zh-CN
Audio_Mainstreet/Q5/EV_01/MS_Q5_EV_01_01_GP_SN_01	MS_Q5_EV_01_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_02/MS_Q5_EV_02_01_GP_SN_01	MS_Q5_EV_02_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_03/MS_Q5_EV_03_01_GP_SN_01	MS_Q5_EV_03_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_01_CVS_Sprout_01	MS_Q5_EV_04_01_CVS_Sprout_01_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_02_CVS_Sprout_02	MS_Q5_EV_04_02_CVS_Sprout_02_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_03_CVS_Sprout_03	MS_Q5_EV_04_03_CVS_Sprout_03_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_04_CVS_SN_01	MS_Q5_EV_04_04_CVS_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_05_CVS_Sprout_04	MS_Q5_EV_04_05_CVS_Sprout_04_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_06_CVS_SN_02	MS_Q5_EV_04_06_CVS_SN_02_zh-CN
Audio_Mainstreet/Q5/EV_04/MS_Q5_EV_04_07_CVS_Sprout_05	MS_Q5_EV_04_07_CVS_Sprout_05_zh-CN
Audio_Mainstreet/Q5/EV_05/MS_Q5_EV_05_01_GP_SN_01	MS_Q5_EV_05_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_01_CVS_IZ_01	MS_Q5_EV_06_01_CVS_IZ_01_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_02_CVS_SN_01	MS_Q5_EV_06_02_CVS_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_03_CVS_IZ_02	MS_Q5_EV_06_03_CVS_IZ_02_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_04_CVS_IZ_03	MS_Q5_EV_06_04_CVS_IZ_03_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_05_CVS_SN_02	MS_Q5_EV_06_05_CVS_SN_02_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_06_CVS_IZ_04	MS_Q5_EV_06_06_CVS_IZ_04_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_07_CVS_SN_03	MS_Q5_EV_06_07_CVS_SN_03_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_08_CVS_IZ_05	MS_Q5_EV_06_08_CVS_IZ_05_zh-CN
Audio_Mainstreet/Q5/EV_06/MS_Q5_EV_06_09_CVS_SN_04	MS_Q5_EV_06_09_CVS_SN_04_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_01_CVS_PaintShop_01	MS_Q5_EV_07_01_CVS_PaintShop_01_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_02_CVS_SN_01	MS_Q5_EV_07_02_CVS_SN_01_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_03_CVS_PaintShop_02	MS_Q5_EV_07_03_CVS_PaintShop_02_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_04_CVS_SN_02	MS_Q5_EV_07_04_CVS_SN_02_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_05_CVS_PaintShop_03	MS_Q5_EV_07_05_CVS_PaintShop_03_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_06_CVS_PaintShop_04	MS_Q5_EV_07_06_CVS_PaintShop_04_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_07_CVS_SN_03	MS_Q5_EV_07_07_CVS_SN_03_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_08_CVS_PaintShop_05	MS_Q5_EV_07_08_CVS_PaintShop_05_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_09_CVS_PaintShop_06	MS_Q5_EV_07_09_CVS_PaintShop_06_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_10_CVS_PaintShop_07	MS_Q5_EV_07_10_CVS_PaintShop_07_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_11_CVS_PaintShop_08	MS_Q5_EV_07_11_CVS_PaintShop_08_zh-CN
Audio_Mainstreet/Q5/EV_07/MS_Q5_EV_07_12_CVS_SN_04	MS_Q5_EV_07_12_CVS_SN_04_zh-CN
Audio_Mainstreet/Q5/EV_08/MS_Q5_EV_08_01_CVS_FashionPony_01	MS_Q5_EV_08_01_CVS_FashionPony_01_zh-CN
Audio_Mainstreet/Q5/EV_08/MS_Q5_EV_08_02_CVS_SN_01	MS_Q5_EV_08_02_CVS_SN_01_zh-CN
